value,reportDate,prettyValue,realty_id,Адрес,URL,Год постройки,Тип дома,Этажность,Строительная серия,Высота потолков,Газоснабжение,Отопление,Тип перекрытий,Подъездов,Количество лифтов,Мусоропроводов,Квартир,Реновация,Аварийность,Детская площадка,Спортивная площадка,Фонд капитального ремонта,Расстояние до первой станции,Расстояние до второй станции,Расстояние до третьей станции,Название первой станции,Название второй станции,Название третьей станции,Ближайшая станция после тритмента расстояние,Ближайшая станция после тритмента,Ближайшая станция до тритмента расстояние,Ближайшая станция до тритмента,Сокращение расстояния,Number of queries,all_goods_cpi,rent_cpi,cum_goods_cpi,cum_rent_cpi,cumprod,discounted_value
360989.0,2023-10-01,360 989 ₽/м²,19,"Москва, улица Академика Волгина, 8А",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%BE%D0%BB%D0%B3%D0%B8%D0%BD%D0%B0%2C+8%D0%90&totalArea=95.1&roomsCount=3&offerId=311908456&floor=floorTwo&repairType=repairTypeDesign,2010,Монолитно кирпичный,20,Индивидуальный проект,3.0,Отсутствует,Центральное,Железобетонные,6.0,"10 пассажирских, 8 грузовых",7,429.0,Нет,Нет,Нет,Нет,На счете регионального оператора,825.0,1302.0,1837.0,Университет Дружбы Народов,Беляево,Воронцовская,825.0,Университет Дружбы Народов,1302.0,Беляево,477.0,14628.0,1.0067,1.0432,1.2967630661098042,1.4740416768147553,1.6539,218265.31229215793
373697.0,2023-10-01,373 697 ₽/м²,47,"Москва, улица Академика Виноградова, 1",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%B8%D0%BD%D0%BE%D0%B3%D1%80%D0%B0%D0%B4%D0%BE%D0%B2%D0%B0%2C+1&totalArea=102.2&roomsCount=3&offerId=311371966&floor=floorOther&repairType=repairTypeEuro,2011,Монолитный,23,Индивидуальный проект,2.8,Отсутствует,Центральное,Железобетонные,5.0,"5 пассажирских, 5 грузовых",5,321.0,Нет,Нет,Да,Да,На счете регионального оператора,880.0,2434.0,3811.0,Генерала Тюленева,Тёплый Стан,Коньково,880.0,Генерала Тюленева,2434.0,Тёплый Стан,1554.0,14628.0,1.0067,1.0432,1.2967630661098042,1.4740416768147553,1.6539,225948.96910333153
319882.0,2023-10-01,319 882 ₽/м²,50,"Москва, улица Академика Варги, 8",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%B0%D1%80%D0%B3%D0%B8%2C+8&totalArea=65.6&roomsCount=3&offerId=312454781&floor=floorOther&repairType=repairTypeCosmetic,1974,,12,,2.7,,,Другие,3.0,6 пассажирских,,142.0,Нет,Нет,Нет,Нет,,1295.0,2301.0,2860.0,Генерала Тюленева,Тропарёво,Тёплый Стан,1295.0,Генерала Тюленева,2301.0,Тропарёво,1006.0,14628.0,1.0067,1.0432,1.2967630661098042,1.4740416768147553,1.6539,193410.72616240403
244263.0,2023-10-01,244 263 ₽/м²,56,"Москва, улица Генерала Тюленева, 15",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%93%D0%B5%D0%BD%D0%B5%D1%80%D0%B0%D0%BB%D0%B0+%D0%A2%D1%8E%D0%BB%D0%B5%D0%BD%D0%B5%D0%B2%D0%B0%2C+15&totalArea=51.3&roomsCount=2&offerId=311160192&floor=floorOther&repairType=repairTypeWithout,1974,,12,,2.48,Отсутствует,Центральное,Другие,3.0,6 пассажирских,3,168.0,Нет,Нет,Да,Нет,На счете регионального оператора,534.0,1757.0,2311.0,Генерала Тюленева,Тютчевская,Тёплый Стан,534.0,Генерала Тюленева,2311.0,Тёплый Стан,1777.0,14628.0,1.0067,1.0432,1.2967630661098042,1.4740416768147553,1.6539,147689.09849446762
242029.0,2023-10-01,242 029 ₽/м²,66,"Москва, пос. Завода Мосрентген, улица Героя России Соломатина, 1",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D0%BF%D0%BE%D1%81.+%D0%97%D0%B0%D0%B2%D0%BE%D0%B4%D0%B0+%D0%9C%D0%BE%D1%81%D1%80%D0%B5%D0%BD%D1%82%D0%B3%D0%B5%D0%BD%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%93%D0%B5%D1%80%D0%BE%D1%8F+%D0%A0%D0%BE%D1%81%D1%81%D0%B8%D0%B8+%D0%A1%D0%BE%D0%BB%D0%BE%D0%BC%D0%B0%D1%82%D0%B8%D0%BD%D0%B0%2C+1&totalArea=67.4&roomsCount=2&offerId=309636118&floor=floorOther&repairType=repairTypeCosmetic,1900,Панельный,10,Индивидуальный проект,,Отсутствует,Центральное,Железобетонные,4.0,4 пассажирских,4,160.0,Нет,Нет,Нет,Нет,На счете регионального оператора,970.0,2738.0,4077.0,Тютчевская,Корниловская,Саларьево,970.0,Тютчевская,2738.0,Корниловская,1768.0,14628.0,1.0067,1.0432,1.2967630661098042,1.4740416768147553,1.6539,146338.35177459338
304061.0,2023-10-01,304 061 ₽/м²,46,"Москва, улица Академика Виноградова, 12",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%B8%D0%BD%D0%BE%D0%B3%D1%80%D0%B0%D0%B4%D0%BE%D0%B2%D0%B0%2C+12&totalArea=50.8&roomsCount=2&offerId=304858455&floor=floorOther&repairType=repairTypeEuro,1975,Панельный,16,ii-68,2.48,Отсутствует,Центральное,Железобетонные,1.0,2 пассажирских,1,111.0,Нет,Нет,Да,Нет,На счете регионального оператора,1145.0,2849.0,4227.0,Генерала Тюленева,Тёплый Стан,Коньково,1145.0,Генерала Тюленева,2849.0,Тёплый Стан,1704.0,14628.0,1.0067,1.0432,1.2967630661098042,1.4740416768147553,1.6539,183844.85156297238
251748.0,2023-10-01,251 748 ₽/м²,37,"Москва, улица Теплый Стан, 25К5",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A2%D0%B5%D0%BF%D0%BB%D1%8B%D0%B9+%D0%A1%D1%82%D0%B0%D0%BD%2C+25%D0%9A5&totalArea=45.0&roomsCount=2&offerId=308637655&floor=floorOther&repairType=repairTypeDesign,1973,,12,,2.48,Отсутствует,Центральное,Другие,3.0,6 пассажирских,3,168.0,Нет,Нет,Да,Нет,На счете регионального оператора,852.0,2330.0,2601.0,Генерала Тюленева,Тютчевская,Тёплый Стан,852.0,Генерала Тюленева,2601.0,Тёплый Стан,1749.0,14628.0,1.0067,1.0432,1.2967630661098042,1.4740416768147553,1.6539,152214.76510067115
260206.0,2023-10-01,260 206 ₽/м²,58,"Москва, улица Генерала Тюленева, 7К2",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%93%D0%B5%D0%BD%D0%B5%D1%80%D0%B0%D0%BB%D0%B0+%D0%A2%D1%8E%D0%BB%D0%B5%D0%BD%D0%B5%D0%B2%D0%B0%2C+7%D0%9A2&totalArea=34.7&roomsCount=1&offerId=308231609&floor=floorTwo&repairType=repairTypeCosmetic,1973,,9,,2.64,Центральное,Центральное,Другие,12.0,12 пассажирских,12,428.0,Нет,Нет,Да,Нет,На счете регионального оператора,595.0,1573.0,1939.0,Генерала Тюленева,Тёплый Стан,Тютчевская,595.0,Генерала Тюленева,1573.0,Тёплый Стан,978.0,14628.0,1.0067,1.0432,1.2967630661098042,1.4740416768147553,1.6539,157328.73813410726
283688.0,2023-10-01,283 688 ₽/м²,92,"Москва, улица Теплый Стан, 9К7",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A2%D0%B5%D0%BF%D0%BB%D1%8B%D0%B9+%D0%A1%D1%82%D0%B0%D0%BD%2C+9%D0%9A7&totalArea=55.0&roomsCount=2&offerId=309582779&floor=floorTwo&repairType=repairTypeCosmetic,1978,,16,,2.48,Отсутствует,Центральное,Другие,4.0,8 пассажирских,4,249.0,Нет,Нет,Да,Нет,На счете регионального оператора,811.0,844.0,2413.0,Генерала Тюленева,Тёплый Стан,Тютчевская,811.0,Генерала Тюленева,844.0,Тёплый Стан,33.0,14628.0,1.0067,1.0432,1.2967630661098042,1.4740416768147553,1.6539,171526.6944797146
240135.0,2023-10-01,240 135 ₽/м²,38,"Москва, улица Теплый Стан, 25К4",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A2%D0%B5%D0%BF%D0%BB%D1%8B%D0%B9+%D0%A1%D1%82%D0%B0%D0%BD%2C+25%D0%9A4&totalArea=62.0&roomsCount=3&offerId=288824068&floor=floorOther&repairType=repairTypeCosmetic,1973,,12,,2.48,Отсутствует,Центральное,Другие,3.0,6 пассажирских,3,168.0,Нет,Нет,Да,Нет,На счете регионального оператора,809.0,2518.0,2523.0,Генерала Тюленева,Тютчевская,Тёплый Стан,809.0,Генерала Тюленева,2523.0,Тёплый Стан,1714.0,14628.0,1.0067,1.0432,1.2967630661098042,1.4740416768147553,1.6539,145193.17975693816
242687.0,2023-10-01,242 687 ₽/м²,40,"Москва, улица Теплый Стан, 14/2",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A2%D0%B5%D0%BF%D0%BB%D1%8B%D0%B9+%D0%A1%D1%82%D0%B0%D0%BD%2C+14%2F2&totalArea=44.4&roomsCount=2&offerId=301200222&floor=floorOther&repairType=repairTypeCosmetic,1975,,9,,2.64,Центральное,Центральное,Другие,16.0,16 пассажирских,16,575.0,Нет,Нет,Да,Нет,На счете регионального оператора,717.0,2290.0,3667.0,Генерала Тюленева,Тёплый Стан,Коньково,717.0,Генерала Тюленева,2290.0,Тёплый Стан,1573.0,14628.0,1.0067,1.0432,1.2967630661098042,1.4740416768147553,1.6539,146736.19928653486
321112.0,2023-10-01,321 112 ₽/м²,2,"Москва, улица Бутлерова, 2К1",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%91%D1%83%D1%82%D0%BB%D0%B5%D1%80%D0%BE%D0%B2%D0%B0%2C+2%D0%9A1&totalArea=60.0&roomsCount=3&offerId=311850058&floor=floorOther&repairType=repairTypeDesign,1967,Панельный,9,,2.5,Центральное,Центральное,Железобетонные,4.0,4 пассажирских,4,144.0,Нет,Нет,Да,Да,На специальном счете у регионального оператора,1297.0,1311.0,1483.0,Университет Дружбы Народов,Калужская,Воронцовская,1297.0,Университет Дружбы Народов,1311.0,Калужская,14.0,14628.0,1.0067,1.0432,1.2967630661098042,1.4740416768147553,1.6539,194154.42287925511
277748.0,2023-10-01,277 748 ₽/м²,42,"Москва, улица Академика Варги, 3",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%B0%D1%80%D0%B3%D0%B8%2C+3&totalArea=60.8&roomsCount=3&offerId=302971287&floor=floorOther&repairType=repairTypeCosmetic,1995,Панельный,14,П-55,2.64,Отсутствует,Центральное,Другие,7.0,14 пассажирских,7,320.0,Нет,Нет,Да,Да,На счете регионального оператора,982.0,2714.0,4090.0,Генерала Тюленева,Тёплый Стан,Коньково,982.0,Генерала Тюленева,2714.0,Тёплый Стан,1732.0,14628.0,1.0067,1.0432,1.2967630661098042,1.4740416768147553,1.6539,167935.18350565332
491707.0,2023-10-01,491 707 ₽/м²,79,"Москва, улица Островитянова, 11К1",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%82%D1%8F%D0%BD%D0%BE%D0%B2%D0%B0%2C+11%D0%9A1&totalArea=120.0&roomsCount=4&offerId=303619557&floor=floorOther&repairType=repairTypeDesign,2004,Монолитный,16,Индивидуальный проект,3.0,Центральное,Центральное,Железобетонные,1.0,2 пассажирских,1,50.0,Нет,Нет,Нет,Нет,,1241.0,1397.0,2357.0,Университет Дружбы Народов,Коньково,Беляево,1241.0,Университет Дружбы Народов,1397.0,Коньково,156.0,14628.0,1.0067,1.0432,1.2967630661098042,1.4740416768147553,1.6539,297301.5297176371
290128.0,2023-10-01,290 128 ₽/м²,51,"Москва, улица Академика Варги, 28",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%B0%D1%80%D0%B3%D0%B8%2C+28&totalArea=32.6&roomsCount=1&offerId=307775309&floor=floorOther&repairType=repairTypeDesign,1974,,9,,2.64,Отсутствует,Центральное,Другие,16.0,16 пассажирских,16,576.0,Нет,Нет,Да,Да,На счете регионального оператора,1484.0,1601.0,3235.0,Генерала Тюленева,Тропарёво,Тёплый Стан,1484.0,Генерала Тюленева,1601.0,Тропарёво,117.0,14628.0,1.0067,1.0432,1.2967630661098042,1.4740416768147553,1.6539,175420.52119233328
300733.0,2023-10-01,300 733 ₽/м²,77,"Москва, улица Академика Арцимовича, 5К1",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%90%D1%80%D1%86%D0%B8%D0%BC%D0%BE%D0%B2%D0%B8%D1%87%D0%B0%2C+5%D0%9A1&totalArea=41.8&roomsCount=2&offerId=313486539&floor=floorOther&repairType=repairTypeEuro,1967,Панельный,5,1-515,2.64,Центральное,Центральное,Железобетонные,5.0,Нет,Нет,118.0,Да,Нет,Да,Да,На специальном счете у регионального оператора,926.0,1065.0,1292.0,Беляево,Университет Дружбы Народов,Коньково,926.0,Беляево,926.0,Беляево,0.0,14628.0,1.0067,1.0432,1.2967630661098042,1.4740416768147553,1.6539,181832.63800713466
308200.0,2023-10-01,308 200 ₽/м²,44,"Москва, улица Академика Виноградова, 6",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%B8%D0%BD%D0%BE%D0%B3%D1%80%D0%B0%D0%B4%D0%BE%D0%B2%D0%B0%2C+6&totalArea=60.0&roomsCount=3&offerId=308397152&floor=floorOther&repairType=repairTypeEuro,1975,Панельный,9,,2.64,Отсутствует,Центральное,Железобетонные,8.0,8 пассажирских,8,288.0,Нет,Нет,Нет,Нет,На специальном счете организации,1081.0,2892.0,4270.0,Генерала Тюленева,Тёплый Стан,Коньково,1081.0,Генерала Тюленева,2892.0,Тёплый Стан,1811.0,14628.0,1.0067,1.0432,1.2967630661098042,1.4740416768147553,1.6539,186347.4212467501
243224.0,2023-10-01,243 224 ₽/м²,97,"Москва, улица Теплый Стан, 12К4",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A2%D0%B5%D0%BF%D0%BB%D1%8B%D0%B9+%D0%A1%D1%82%D0%B0%D0%BD%2C+12%D0%9A4&totalArea=49.8&roomsCount=3&offerId=313168066&floor=floorOther&repairType=repairTypeCosmetic,1975,,9,,2.64,Отсутствует,Центральное,Другие,8.0,8 пассажирских,8,288.0,Нет,Нет,Да,Нет,На счете регионального оператора,717.0,2290.0,3667.0,Генерала Тюленева,Тёплый Стан,Коньково,717.0,Генерала Тюленева,2290.0,Тёплый Стан,1573.0,14628.0,1.0067,1.0432,1.2967630661098042,1.4740416768147553,1.6539,147060.88638974546
318859.0,2023-10-01,318 859 ₽/м²,15,"Москва, улица Обручева, 28К2",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D0%B1%D1%80%D1%83%D1%87%D0%B5%D0%B2%D0%B0%2C+28%D0%9A2&totalArea=71.6&roomsCount=4&offerId=311912659&floor=floorOther&repairType=repairTypeCosmetic,1966,,16,,2.6,Отсутствует,Центральное,Другие,1.0,"1 пассажирский, 1 грузовой",1,111.0,Нет,Нет,Нет,Нет,На счете регионального оператора,978.0,1816.0,2680.0,Университет Дружбы Народов,Воронцовская,Новаторская,978.0,Университет Дружбы Народов,1816.0,Воронцовская,838.0,14628.0,1.0067,1.0432,1.2967630661098042,1.4740416768147553,1.6539,192792.1881613157
264550.0,2023-10-01,264 550 ₽/м²,61,"Москва, улица Теплый Стан, 13К1",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A2%D0%B5%D0%BF%D0%BB%D1%8B%D0%B9+%D0%A1%D1%82%D0%B0%D0%BD%2C+13%D0%9A1&totalArea=58.8&roomsCount=2&offerId=308746096&floor=floorOther&repairType=repairTypeEuro,1982,Панельный,17,,,Отсутствует,Центральное,Железобетонные,4.0,8 пассажирских,4,271.0,Нет,Нет,Да,Нет,На счете регионального оператора,299.0,1075.0,2466.0,Генерала Тюленева,Тёплый Стан,Тютчевская,299.0,Генерала Тюленева,1075.0,Тёплый Стан,776.0,14628.0,1.0067,1.0432,1.2967630661098042,1.4740416768147553,1.6539,159955.25727069352
264967.0,2023-10-01,264 967 ₽/м²,21,"Москва, улица Академика Волгина, 15К2",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%BE%D0%BB%D0%B3%D0%B8%D0%BD%D0%B0%2C+15%D0%9A2&totalArea=45.0&roomsCount=2&offerId=299209036&floor=floorTwo&repairType=repairTypeWithout,1967,,9,,2.5,Центральное,Центральное,Другие,4.0,4 пассажирских,4,,Нет,Нет,Нет,Нет,,823.0,1180.0,1986.0,Университет Дружбы Народов,Беляево,Калужская,823.0,Университет Дружбы Народов,1180.0,Беляево,357.0,14628.0,1.0067,1.0432,1.2967630661098042,1.4740416768147553,1.6539,160207.38859665036
311321.0,2023-10-01,311 321 ₽/м²,5,"Москва, улица Обручева, 28К7",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D0%B1%D1%80%D1%83%D1%87%D0%B5%D0%B2%D0%B0%2C+28%D0%9A7&totalArea=75.9&roomsCount=3&offerId=310793059&floor=floorOther&repairType=repairTypeCosmetic,2005,Панельный,17,П-44,2.75,Отсутствует,Центральное,Другие,3.0,"3 пассажирских, 3 грузовых",3,195.0,Нет,Нет,Нет,Нет,На счете регионального оператора,1060.0,1542.0,1752.0,Университет Дружбы Народов,Калужская,Воронцовская,1060.0,Университет Дружбы Народов,1542.0,Калужская,482.0,14628.0,1.0067,1.0432,1.2967630661098042,1.4740416768147553,1.6539,188234.47608682507
259259.0,2023-10-01,259 259 ₽/м²,67,"Москва, пос. Завода Мосрентген, улица Героя России Соломатина, 18",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D0%BF%D0%BE%D1%81.+%D0%97%D0%B0%D0%B2%D0%BE%D0%B4%D0%B0+%D0%9C%D0%BE%D1%81%D1%80%D0%B5%D0%BD%D1%82%D0%B3%D0%B5%D0%BD%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%93%D0%B5%D1%80%D0%BE%D1%8F+%D0%A0%D0%BE%D1%81%D1%81%D0%B8%D0%B8+%D0%A1%D0%BE%D0%BB%D0%BE%D0%BC%D0%B0%D1%82%D0%B8%D0%BD%D0%B0%2C+18&totalArea=50.5&roomsCount=1&offerId=310314749&floor=floorTwo&repairType=repairTypeWithout,2002,Панельный,10,Индивидуальный проект,2.65,Отсутствует,Центральное,Железобетонные,6.0,"6 пассажирских, 6 грузовых",6,248.0,Нет,Нет,Нет,Нет,На специальном счете организации,914.0,3626.0,4160.0,Тютчевская,Тёплый Стан,Саларьево,914.0,Тютчевская,3626.0,Тёплый Стан,2712.0,14628.0,1.0067,1.0432,1.2967630661098042,1.4740416768147553,1.6539,156756.15212527965
226448.0,2023-10-01,226 448 ₽/м²,94,"Москва, улица Генерала Тюленева, 23К1",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%93%D0%B5%D0%BD%D0%B5%D1%80%D0%B0%D0%BB%D0%B0+%D0%A2%D1%8E%D0%BB%D0%B5%D0%BD%D0%B5%D0%B2%D0%B0%2C+23%D0%9A1&totalArea=34.9&roomsCount=1&offerId=313640883&floor=floorOther&repairType=repairTypeCosmetic,1977,,16,,2.48,Отсутствует,Центральное,Железобетонные,2.0,4 пассажирских,2,207.0,Нет,Нет,Да,Нет,На счете регионального оператора,790.0,1298.0,1956.0,Генерала Тюленева,Тёплый Стан,Тютчевская,790.0,Генерала Тюленева,1298.0,Тёплый Стан,508.0,14628.0,1.0067,1.0432,1.2967630661098042,1.4740416768147553,1.6539,136917.58872966928
227778.0,2023-10-01,227 778 ₽/м²,87,"Москва, пос. Завода Мосрентген, 24",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D0%BF%D0%BE%D1%81.+%D0%97%D0%B0%D0%B2%D0%BE%D0%B4%D0%B0+%D0%9C%D0%BE%D1%81%D1%80%D0%B5%D0%BD%D1%82%D0%B3%D0%B5%D0%BD%2C+24&totalArea=64.1&roomsCount=3&offerId=313274507&floor=floorOther&repairType=repairTypeCosmetic,1972,Блочный,12,II-18-01/12,2.64,Отсутствует,Центральное,Железобетонные,1.0,2 пассажирских,1,84.0,Нет,Нет,Нет,Нет,,1641.0,3472.0,4311.0,Тютчевская,Корниловская,Саларьево,1641.0,Тютчевская,3472.0,Корниловская,1831.0,14628.0,1.0067,1.0432,1.2967630661098042,1.4740416768147553,1.6539,137721.74859423182
274664.0,2023-10-01,274 664 ₽/м²,22,"Москва, улица Академика Арцимовича, 2К1",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%90%D1%80%D1%86%D0%B8%D0%BC%D0%BE%D0%B2%D0%B8%D1%87%D0%B0%2C+2%D0%9A1&totalArea=40.0&roomsCount=1&offerId=309589901&floor=floorTwo&repairType=repairTypeDesign,1989,Панельный,12,1605-АМ,2.5,Центральное,Центральное,Железобетонные,4.0,4 пассажирских,4,143.0,Нет,Нет,Да,Да,На специальном счете у регионального оператора,751.0,1139.0,1575.0,Университет Дружбы Народов,Беляево,Коньково,751.0,Университет Дружбы Народов,1139.0,Беляево,388.0,14628.0,1.0067,1.0432,1.2967630661098042,1.4740416768147553,1.6539,166070.50003023157
250000.0,2023-10-01,250 000 ₽/м²,28,"Москва, улица Академика Волгина, 31К2",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%BE%D0%BB%D0%B3%D0%B8%D0%BD%D0%B0%2C+31%D0%9A2&totalArea=64.0&roomsCount=3&offerId=310639393&floor=floorOther&repairType=repairTypeCosmetic,1967,Панельный,9,1605-АМ,2.64,Центральное,Центральное,Железобетонные,4.0,4 пассажирских,4,143.0,Нет,Нет,Да,Нет,На специальном счете организации,1213.0,1317.0,1340.0,Университет Дружбы Народов,Коньково,Беляево,1213.0,Университет Дружбы Народов,1317.0,Коньково,104.0,14628.0,1.0067,1.0432,1.2967630661098042,1.4740416768147553,1.6539,151157.86927867465
330323.0,2023-10-01,330 323 ₽/м²,73,"Москва, улица Академика Опарина, 4к1",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%9E%D0%BF%D0%B0%D1%80%D0%B8%D0%BD%D0%B0%2C+4%D0%BA1&totalArea=54.0&roomsCount=1&offerId=313034357&floor=floorOther&repairType=repairTypeDesign,2010,Панельный,16,Индивидуальный проект,2.7,Отсутствует,Центральное,Железобетонные,8.0,"13 пассажирских, 3 грузовых",8,416.0,Нет,Нет,Да,Да,,475.0,2167.0,3113.0,Университет Дружбы Народов,Коньково,Тропарёво,475.0,Университет Дружбы Народов,2167.0,Коньково,1692.0,14628.0,1.0067,1.0432,1.2967630661098042,1.4740416768147553,1.6539,199723.6834149586
